Date,Category,Location,Quantity,UnitPrice,SalesAmount
2024-07-19,Beverages,Suburban Diner,2,6,12
2024-07-28,Beverages,Downtown Branch,1,6,6
2024-07-31,Beverages,Downtown Branch,3,6,18
2024-08-01,Beverages,Beachside Cafe,4,6,24
2024-08-08,Beverages,Uptown Bistro,3,6,18
2024-08-20,Beverages,Uptown Bistro,5,6,30
2024-08-26,Beverages,Suburban Diner,6,6,36
2024-08-27,Beverages,Suburban Diner,5,6,30
2024-09-07,Beverages,Beachside Cafe,6,6,36
2024-09-17,Beverages,Beachside Cafe,2,6,12
2024-09-27,Beverages,Beachside Cafe,4,6,24
2024-09-27,Beverages,Downtown Branch,1,6,6
2024-10-02,Beverages,Downtown Branch,4,6,24
2024-10-03,Beverages,Downtown Branch,4,6,24
2024-10-05,Beverages,Suburban Diner,2,6,12
2024-10-27,Beverages,Downtown Branch,5,6,30
2024-11-02,Beverages,Uptown Bistro,3,6,18
2024-11-11,Beverages,Beachside Cafe,3,6,18
2024-11-18,Beverages,Beachside Cafe,4,6,24
2024-11-20,Beverages,Beachside Cafe,5,6,30
2024-11-27,Beverages,Suburban Diner,4,6,24
2024-11-27,Beverages,Suburban Diner,1,6,6
2024-12-02,Beverages,Downtown Branch,2,6,12
2024-12-05,Beverages,Suburban Diner,6,6,36
2024-12-06,Beverages,Suburban Diner,3,6,18
2024-12-10,Beverages,Uptown Bistro,6,6,36
2024-12-15,Beverages,Suburban Diner,4,6,24
2023-01-05,Sides,Beachside Cafe,6,6,36
2023-01-07,Sides,Uptown Bistro,5,6,30
2023-01-09,Sides,Uptown Bistro,3,6,18
2023-01-13,Sides,Beachside Cafe,4,6,24
2023-01-17,Sides,Suburban Diner,4,6,24
2023-01-24,Sides,Beachside Cafe,2,6,12
2023-01-27,Sides,Suburban Diner,3,6,18
2023-01-29,Sides,Beachside Cafe,4,6,24
2023-02-09,Sides,Suburban Diner,5,6,30
2023-02-20,Sides,Uptown Bistro,5,6,30
2023-03-07,Sides,Suburban Diner,4,6,24
2023-03-10,Sides,Uptown Bistro,1,6,6
2023-03-14,Sides,Downtown Branch,4,6,24
2023-03-22,Sides,Downtown Branch,3,6,18
2023-04-04,Sides,Downtown Branch,1,6,6
2023-05-06,Sides,Downtown Branch,6,6,36
2023-05-11,Sides,Uptown Bistro,2,6,12
2023-05-12,Sides,Suburban Diner,2,6,12
2023-05-15,Sides,Downtown Branch,3,6,18
2023-05-23,Sides,Suburban Diner,2,6,12
2023-06-01,Sides,Suburban Diner,1,6,6
2023-06-04,Sides,Suburban Diner,3,6,18
2023-06-04,Sides,Suburban Diner,4,6,24
2023-06-06,Sides,Downtown Branch,4,6,24
2023-06-08,Sides,Uptown Bistro,5,6,30
2023-06-16,Sides,Suburban Diner,2,6,12
2023-06-21,Sides,Beachside Cafe,6,6,36
2023-06-22,Sides,Uptown Bistro,5,6,30
2023-06-24,Sides,Downtown Branch,6,6,36
2023-06-25,Sides,Downtown Branch,2,6,12
2023-06-29,Sides,Uptown Bistro,5,6,30
2023-07-02,Sides,Downtown Branch,1,6,6
2023-07-03,Sides,Uptown Bistro,5,6,30
2023-07-07,Sides,Downtown Branch,4,6,24
2023-07-10,Sides,Beachside Cafe,2,6,12
2023-07-15,Sides,Uptown Bistro,5,6,30
2023-08-02,Sides,Downtown Branch,2,6,12
2023-08-04,Sides,Uptown Bistro,1,6,6
2023-08-05,Sides,Suburban Diner,6,6,36
2023-08-06,Sides,Suburban Diner,4,6,24
2023-08-13,Sides,Beachside Cafe,4,6,24
2023-08-20,Sides,Uptown Bistro,3,6,18
2023-08-23,Sides,Beachside Cafe,1,6,6
2023-08-26,Sides,Uptown Bistro,3,6,18
2023-08-28,Sides,Beachside Cafe,5,6,30
2023-08-30,Sides,Downtown Branch,4,6,24
2023-09-01,Sides,Beachside Cafe,3,6,18
2023-09-03,Sides,Uptown Bistro,2,6,12
2023-09-28,Sides,Downtown Branch,2,6,12
2023-10-07,Sides,Uptown Bistro,6,6,36
2023-10-16,Sides,Uptown Bistro,4,6,24
2023-11-05,Sides,Suburban Diner,3,6,18
2023-11-16,Sides,Suburban Diner,3,6,18
2023-11-17,Sides,Suburban Diner,5,6,30
2023-11-19,Sides,Uptown Bistro,5,6,30
2023-11-19,Sides,Suburban Diner,6,6,36
2023-11-20,Sides,Downtown Branch,5,6,30
2023-11-22,Sides,Suburban Diner,1,6,6
2023-11-25,Sides,Suburban Diner,4,6,24
2023-11-28,Sides,Uptown Bistro,2,6,12
2023-11-29,Sides,Beachside Cafe,4,6,24
2023-11-29,Sides,Uptown Bistro,6,6,36
2023-12-23,Sides,Uptown Bistro,4,6,24
2024-01-01,Sides,Downtown Branch,4,6,24
2024-01-05,Sides,Beachside Cafe,3,6,18
2024-01-08,Sides,Beachside Cafe,1,6,6
2024-01-08,Sides,Beachside Cafe,6,6,36
2024-01-16,Sides,Suburban Diner,2,6,12
2024-01-20,Sides,Downtown Branch,2,6,12
2024-01-22,Sides,Beachside Cafe,2,6,12
2024-01-22,Sides,Downtown Branch,3,6,18
2024-01-25,Sides,Suburban Diner,3,6,18
2024-01-27,Sides,Suburban Diner,2,6,12
2024-02-07,Sides,Downtown Branch,1,6,6
2024-02-10,Sides,Suburban Diner,2,6,12
2024-02-11,Sides,Downtown Branch,4,6,24
2024-02-13,Sides,Uptown Bistro,3,6,18
2024-02-14,Sides,Beachside Cafe,5,6,30
2024-02-15,Sides,Downtown Branch,6,6,36
2024-02-17,Sides,Downtown Branch,4,6,24
2024-02-17,Sides,Downtown Branch,1,6,6
2024-02-17,Sides,Beachside Cafe,2,6,12
2024-02-23,Sides,Suburban Diner,5,6,30
2024-02-27,Sides,Suburban Diner,3,6,18
2024-02-27,Sides,Uptown Bistro,3,6,18
2024-03-09,Sides,Uptown Bistro,3,6,18
2024-04-01,Sides,Uptown Bistro,4,6,24
2024-04-11,Sides,Beachside Cafe,2,6,12
2024-04-13,Sides,Suburban Diner,3,6,18
2024-04-24,Sides,Beachside Cafe,3,6,18
2024-04-29,Sides,Suburban Diner,3,6,18
2024-05-16,Sides,Uptown Bistro,3,6,18
2024-05-17,Sides,Uptown Bistro,3,6,18
2024-05-18,Sides,Beachside Cafe,6,6,36
2024-05-19,Sides,Uptown Bistro,5,6,30
2024-05-20,Sides,Uptown Bistro,4,6,24
2024-05-24,Sides,Beachside Cafe,5,6,30
2024-05-28,Sides,Beachside Cafe,6,6,36
2024-05-29,Sides,Uptown Bistro,2,6,12
2024-06-02,Sides,Downtown Branch,5,6,30
2024-06-09,Sides,Suburban Diner,4,6,24
2024-06-11,Sides,Downtown Branch,6,6,36
2024-06-28,Sides,Downtown Branch,4,6,24
2024-06-29,Sides,Uptown Bistro,3,6,18
2024-07-04,Sides,Downtown Branch,2,6,12
2024-07-05,Sides,Suburban Diner,3,6,18
2024-07-12,Sides,Beachside Cafe,3,6,18
2024-07-16,Sides,Beachside Cafe,1,6,6
2024-07-20,Sides,Uptown Bistro,3,6,18
2024-07-25,Sides,Uptown Bistro,2,6,12
2024-08-04,Sides,Downtown Branch,2,6,12
2024-08-05,Sides,Suburban Diner,5,6,30
2024-08-13,Sides,Uptown Bistro,1,6,6
2024-08-15,Sides,Downtown Branch,5,6,30
2024-08-19,Sides,Uptown Bistro,1,6,6
2024-08-27,Sides,Uptown Bistro,4,6,24
2024-08-29,Sides,Suburban Diner,2,6,12
2024-09-06,Sides,Uptown Bistro,5,6,30
2024-09-09,Sides,Suburban Diner,3,6,18
2024-09-11,Sides,Beachside Cafe,4,6,24
2024-09-13,Sides,Suburban Diner,1,6,6
2024-09-19,Sides,Suburban Diner,1,6,6
2024-09-27,Sides,Uptown Bistro,1,6,6
2024-10-02,Sides,Beachside Cafe,4,6,24
2024-10-06,Sides,Uptown Bistro,6,6,36
2024-10-15,Sides,Beachside Cafe,1,6,6
2024-10-19,Sides,Downtown Branch,3,6,18
2024-10-27,Sides,Downtown Branch,4,6,24
2024-10-27,Sides,Suburban Diner,3,6,18
2024-10-29,Sides,Uptown Bistro,6,6,36
2024-10-29,Sides,Uptown Bistro,1,6,6
2024-11-01,Sides,Beachside Cafe,3,6,18
2024-11-06,Sides,Downtown Branch,1,6,6
2024-11-17,Sides,Suburban Diner,5,6,30
2024-11-29,Sides,Suburban Diner,3,6,18
2024-12-02,Sides,Downtown Branch,4,6,24
2024-12-06,Sides,Uptown Bistro,6,6,36
2024-12-09,Sides,Beachside Cafe,2,6,12
2024-12-10,Sides,Suburban Diner,3,6,18
2024-12-13,Sides,Suburban Diner,6,6,36
2024-12-13,Sides,Beachside Cafe,3,6,18
2024-12-23,Sides,Uptown Bistro,3,6,18
2023-01-11,Sides,Beachside Cafe,2,9,18
2023-01-27,Sides,Downtown Branch,6,9,54
2023-01-31,Sides,Downtown Branch,2,9,18
2023-02-15,Sides,Uptown Bistro,6,9,54
2023-02-18,Sides,Downtown Branch,6,9,54
2023-02-23,Sides,Downtown Branch,2,9,18
2023-03-06,Sides,Suburban Diner,5,9,45
2023-03-07,Sides,Suburban Diner,2,9,18
2023-03-19,Sides,Suburban Diner,5,9,45
2023-03-28,Sides,Uptown Bistro,1,9,9
2023-03-29,Sides,Downtown Branch,6,9,54
2023-04-02,Sides,Downtown Branch,4,9,36
2023-04-03,Sides,Suburban Diner,4,9,36
2023-04-07,Sides,Downtown Branch,5,9,45
2023-04-09,Sides,Uptown Bistro,4,9,36
2023-04-10,Sides,Beachside Cafe,3,9,27
2023-04-12,Sides,Beachside Cafe,6,9,54
2023-04-23,Sides,Suburban Diner,5,9,45
2023-04-27,Sides,Suburban Diner,5,9,45
2023-04-28,Sides,Suburban Diner,1,9,9
2023-05-06,Sides,Downtown Branch,2,9,18
2023-05-13,Sides,Suburban Diner,6,9,54
2023-05-16,Sides,Uptown Bistro,1,9,9
2023-05-18,Sides,Downtown Branch,2,9,18
2023-05-28,Sides,Uptown Bistro,3,9,27
2023-06-07,Sides,Beachside Cafe,4,9,36
2023-06-08,Sides,Suburban Diner,1,9,9
2023-06-12,Sides,Suburban Diner,1,9,9
2023-06-15,Sides,Uptown Bistro,3,9,27
2023-06-20,Sides,Beachside Cafe,6,9,54
2023-06-23,Sides,Downtown Branch,4,9,36
2023-06-23,Sides,Beachside Cafe,6,9,54
2023-07-04,Sides,Uptown Bistro,4,9,36
2023-07-15,Sides,Suburban Diner,6,9,54
2023-07-18,Sides,Beachside Cafe,6,9,54
2023-07-24,Sides,Uptown Bistro,6,9,54
2023-08-03,Sides,Uptown Bistro,5,9,45
2023-08-04,Sides,Downtown Branch,4,9,36
2023-08-06,Sides,Downtown Branch,2,9,18
2023-08-20,Sides,Downtown Branch,3,9,27
2023-08-24,Sides,Beachside Cafe,4,9,36
2023-08-24,Sides,Uptown Bistro,6,9,54
2023-08-29,Sides,Uptown Bistro,6,9,54
2023-08-29,Sides,Uptown Bistro,3,9,27
2023-08-31,Sides,Beachside Cafe,1,9,9
2023-09-08,Sides,Downtown Branch,1,9,9
2023-09-09,Sides,Downtown Branch,4,9,36
2023-09-12,Sides,Downtown Branch,6,9,54
2023-09-12,Sides,Suburban Diner,2,9,18
2023-09-16,Sides,Downtown Branch,3,9,27
2023-09-26,Sides,Downtown Branch,4,9,36
2023-09-30,Sides,Beachside Cafe,4,9,36
2023-10-01,Sides,Uptown Bistro,1,9,9
2023-10-02,Sides,Uptown Bistro,2,9,18
2023-10-19,Sides,Suburban Diner,1,9,9
2023-10-21,Sides,Uptown Bistro,2,9,18
2023-10-23,Sides,Beachside Cafe,3,9,27
2023-10-25,Sides,Downtown Branch,3,9,27
2023-10-27,Sides,Beachside Cafe,2,9,18
2023-10-27,Sides,Uptown Bistro,1,9,9
2023-11-03,Sides,Beachside Cafe,5,9,45
2023-11-04,Sides,Suburban Diner,2,9,18
2023-11-06,Sides,Suburban Diner,3,9,27
2023-11-09,Sides,Uptown Bistro,1,9,9
2023-11-11,Sides,Uptown Bistro,6,9,54
2023-11-22,Sides,Suburban Diner,6,9,54
2023-11-25,Sides,Downtown Branch,1,9,9
2023-12-02,Sides,Suburban Diner,3,9,27
2023-12-04,Sides,Uptown Bistro,2,9,18
2023-12-05,Sides,Beachside Cafe,1,9,9
2023-12-22,Sides,Beachside Cafe,5,9,45
2023-12-24,Sides,Suburban Diner,4,9,36
2023-12-30,Sides,Beachside Cafe,1,9,9
2024-01-02,Sides,Uptown Bistro,4,9,36
2024-01-02,Sides,Downtown Branch,5,9,45
2024-01-03,Sides,Beachside Cafe,5,9,45
2024-01-12,Sides,Beachside Cafe,3,9,27
2024-01-16,Sides,Uptown Bistro,4,9,36
2024-01-16,Sides,Suburban Diner,5,9,45
2024-01-16,Sides,Beachside Cafe,3,9,27
2024-01-17,Sides,Uptown Bistro,3,9,27
2024-01-23,Sides,Beachside Cafe,5,9,45
2024-01-25,Sides,Downtown Branch,6,9,54
2024-01-26,Sides,Suburban Diner,1,9,9
2024-02-10,Sides,Downtown Branch,3,9,27
2024-02-27,Sides,Uptown Bistro,4,9,36
2024-03-08,Sides,Downtown Branch,2,9,18
2024-03-15,Sides,Beachside Cafe,5,9,45
2024-03-15,Sides,Beachside Cafe,3,9,27
2024-03-18,Sides,Suburban Diner,6,9,54
2024-03-22,Sides,Beachside Cafe,1,9,9
2024-03-26,Sides,Downtown Branch,2,9,18
2024-03-31,Sides,Suburban Diner,4,9,36
2024-04-11,Sides,Uptown Bistro,1,9,9
2024-04-11,Sides,Suburban Diner,6,9,54
2024-04-13,Sides,Beachside Cafe,4,9,36
2024-04-13,Sides,Beachside Cafe,2,9,18
2024-04-29,Sides,Beachside Cafe,1,9,9
2024-05-04,Sides,Beachside Cafe,5,9,45
2024-05-05,Sides,Suburban Diner,5,9,45
2024-05-20,Sides,Downtown Branch,3,9,27
2024-05-26,Sides,Suburban Diner,4,9,36
2024-05-27,Sides,Uptown Bistro,1,9,9
2024-06-02,Sides,Suburban Diner,5,9,45
2024-06-11,Sides,Downtown Branch,3,9,27
2024-06-17,Sides,Suburban Diner,5,9,45
2024-06-27,Sides,Downtown Branch,4,9,36
2024-07-02,Sides,Suburban Diner,2,9,18
2024-07-08,Sides,Suburban Diner,6,9,54
2024-07-10,Sides,Beachside Cafe,1,9,9
2024-07-18,Sides,Suburban Diner,4,9,36
2024-07-23,Sides,Beachside Cafe,3,9,27
2024-07-27,Sides,Suburban Diner,1,9,9
2024-07-29,Sides,Downtown Branch,3,9,27
2024-08-02,Sides,Downtown Branch,3,9,27
2024-08-03,Sides,Suburban Diner,5,9,45
2024-08-10,Sides,Downtown Branch,6,9,54
2024-08-10,Sides,Uptown Bistro,3,9,27
2024-08-13,Sides,Suburban Diner,4,9,36
2024-09-01,Sides,Downtown Branch,1,9,9
2024-09-17,Sides,Suburban Diner,2,9,18
2024-09-24,Sides,Suburban Diner,4,9,36
2024-09-24,Sides,Uptown Bistro,1,9,9
2024-09-25,Sides,Downtown Branch,2,9,18
2024-09-30,Sides,Beachside Cafe,2,9,18
2024-10-06,Sides,Beachside Cafe,6,9,54
2024-10-07,Sides,Beachside Cafe,3,9,27
2024-10-11,Sides,Suburban Diner,3,9,27
2024-10-13,Sides,Uptown Bistro,4,9,36
2024-10-15,Sides,Downtown Branch,1,9,9
2024-10-17,Sides,Beachside Cafe,1,9,9
2024-11-01,Sides,Beachside Cafe,3,9,27
2024-11-09,Sides,Suburban Diner,3,9,27
2024-11-10,Sides,Uptown Bistro,4,9,36
2024-11-13,Sides,Downtown Branch,3,9,27
2024-11-14,Sides,Downtown Branch,2,9,18
2024-11-15,Sides,Suburban Diner,3,9,27
2024-11-15,Sides,Downtown Branch,6,9,54
2024-11-28,Sides,Beachside Cafe,4,9,36
2024-12-01,Sides,Uptown Bistro,5,9,45
2024-12-05,Sides,Beachside Cafe,5,9,45
2024-12-20,Sides,Uptown Bistro,5,9,45
2024-12-22,Sides,Uptown Bistro,3,9,27
2024-12-25,Sides,Uptown Bistro,5,9,45
2023-01-03,Desserts,Uptown Bistro,1,9,9
2023-01-03,Desserts,Suburban Diner,2,9,18
2023-01-07,Desserts,Uptown Bistro,2,9,18
2023-01-08,Desserts,Uptown Bistro,6,9,54
2023-01-10,Desserts,Beachside Cafe,1,9,9
2023-01-14,Desserts,Suburban Diner,5,9,45
2023-01-15,Desserts,Downtown Branch,3,9,27
2023-01-20,Desserts,Suburban Diner,1,9,9
2023-01-23,Desserts,Uptown Bistro,3,9,27
2023-02-14,Desserts,Uptown Bistro,5,9,45
2023-02-24,Desserts,Beachside Cafe,4,9,36
2023-03-15,Desserts,Uptown Bistro,2,9,18
2023-03-19,Desserts,Suburban Diner,4,9,36
2023-03-19,Desserts,Downtown Branch,1,9,9
2023-03-21,Desserts,Downtown Branch,3,9,27
2023-03-24,Desserts,Uptown Bistro,1,9,9
2023-04-05,Desserts,Uptown Bistro,2,9,18
2023-04-09,Desserts,Downtown Branch,2,9,18
2023-04-17,Desserts,Downtown Branch,6,9,54
2023-04-20,Desserts,Beachside Cafe,4,9,36
2023-05-02,Desserts,Uptown Bistro,5,9,45
2023-05-04,Desserts,Uptown Bistro,4,9,36
2023-05-04,Desserts,Suburban Diner,1,9,9
2023-05-16,Desserts,Beachside Cafe,5,9,45
2023-05-21,Desserts,Beachside Cafe,2,9,18
2023-05-24,Desserts,Beachside Cafe,4,9,36
2023-06-01,Desserts,Uptown Bistro,4,9,36
2023-06-04,Desserts,Uptown Bistro,3,9,27
2023-06-14,Desserts,Uptown Bistro,6,9,54
2023-06-25,Desserts,Beachside Cafe,5,9,45
2023-06-29,Desserts,Beachside Cafe,2,9,18
2023-07-09,Desserts,Downtown Branch,4,9,36
2023-07-19,Desserts,Beachside Cafe,6,9,54
2023-07-24,Desserts,Uptown Bistro,6,9,54
2023-07-30,Desserts,Beachside Cafe,4,9,36
2023-07-31,Desserts,Uptown Bistro,4,9,36
2023-08-06,Desserts,Suburban Diner,5,9,45
2023-09-05,Desserts,Downtown Branch,1,9,9
2023-09-28,Desserts,Suburban Diner,2,9,18
2023-10-03,Desserts,Beachside Cafe,1,9,9
2023-10-08,Desserts,Suburban Diner,1,9,9
2023-10-23,Desserts,Beachside Cafe,5,9,45
2023-10-26,Desserts,Suburban Diner,2,9,18
2023-10-27,Desserts,Beachside Cafe,5,9,45
2023-11-09,Desserts,Suburban Diner,1,9,9
2023-11-16,Desserts,Suburban Diner,6,9,54
2023-11-25,Desserts,Beachside Cafe,3,9,27
2023-12-05,Desserts,Uptown Bistro,1,9,9
2023-12-10,Desserts,Beachside Cafe,6,9,54
2023-12-16,Desserts,Beachside Cafe,5,9,45
2023-12-16,Desserts,Suburban Diner,4,9,36
2023-12-17,Desserts,Uptown Bistro,2,9,18
2023-12-19,Desserts,Beachside Cafe,5,9,45
2023-12-25,Desserts,Downtown Branch,4,9,36
2023-12-27,Desserts,Uptown Bistro,4,9,36
2023-12-28,Desserts,Suburban Diner,2,9,18
2024-01-06,Desserts,Beachside Cafe,5,9,45
2024-01-15,Desserts,Uptown Bistro,6,9,54
2024-01-16,Desserts,Suburban Diner,5,9,45
2024-01-16,Desserts,Suburban Diner,4,9,36
2024-01-18,Desserts,Downtown Branch,6,9,54
2024-01-19,Desserts,Uptown Bistro,1,9,9
2024-01-20,Desserts,Uptown Bistro,1,9,9
2024-02-01,Desserts,Uptown Bistro,3,9,27
2024-02-13,Desserts,Beachside Cafe,6,9,54
2024-02-17,Desserts,Downtown Branch,6,9,54
2024-02-19,Desserts,Beachside Cafe,5,9,45
2024-02-21,Desserts,Suburban Diner,6,9,54
2024-03-07,Desserts,Downtown Branch,2,9,18
2024-03-08,Desserts,Suburban Diner,3,9,27
2024-03-09,Desserts,Uptown Bistro,6,9,54
2024-03-14,Desserts,Uptown Bistro,3,9,27
2024-03-22,Desserts,Beachside Cafe,4,9,36
2024-03-24,Desserts,Downtown Branch,4,9,36
2024-03-25,Desserts,Beachside Cafe,2,9,18
2024-03-26,Desserts,Downtown Branch,2,9,18
2024-03-27,Desserts,Uptown Bistro,1,9,9
2024-03-30,Desserts,Beachside Cafe,5,9,45
2024-04-07,Desserts,Downtown Branch,5,9,45
2024-04-08,Desserts,Downtown Branch,3,9,27
2024-04-11,Desserts,Beachside Cafe,6,9,54
2024-04-17,Desserts,Downtown Branch,4,9,36
2024-04-18,Desserts,Suburban Diner,3,9,27
2024-05-03,Desserts,Uptown Bistro,6,9,54
2024-05-07,Desserts,Suburban Diner,1,9,9
2024-05-10,Desserts,Downtown Branch,6,9,54
2024-05-21,Desserts,Suburban Diner,1,9,9
2024-05-29,Desserts,Beachside Cafe,4,9,36
2024-05-30,Desserts,Beachside Cafe,4,9,36
2024-05-31,Desserts,Downtown Branch,5,9,45
2024-06-03,Desserts,Downtown Branch,4,9,36
2024-06-04,Desserts,Downtown Branch,3,9,27
2024-06-11,Desserts,Downtown Branch,5,9,45
2024-06-17,Desserts,Uptown Bistro,3,9,27
2024-06-20,Desserts,Suburban Diner,4,9,36
2024-07-01,Desserts,Uptown Bistro,5,9,45
2024-07-14,Desserts,Downtown Branch,3,9,27
2024-07-23,Desserts,Suburban Diner,2,9,18
2024-08-01,Desserts,Uptown Bistro,5,9,45
2024-08-04,Desserts,Beachside Cafe,3,9,27
2024-08-17,Desserts,Downtown Branch,2,9,18
2024-09-10,Desserts,Suburban Diner,6,9,54
2024-09-10,Desserts,Beachside Cafe,1,9,9
2024-09-11,Desserts,Downtown Branch,1,9,9
2024-09-12,Desserts,Suburban Diner,6,9,54
2024-09-17,Desserts,Suburban Diner,6,9,54
2024-09-19,Desserts,Downtown Branch,2,9,18
2024-09-20,Desserts,Beachside Cafe,4,9,36
2024-09-20,Desserts,Suburban Diner,3,9,27
2024-09-20,Desserts,Downtown Branch,3,9,27
2024-09-25,Desserts,Suburban Diner,1,9,9
2024-09-25,Desserts,Uptown Bistro,4,9,36
2024-09-30,Desserts,Downtown Branch,1,9,9
2024-09-30,Desserts,Suburban Diner,4,9,36
2024-10-08,Desserts,Uptown Bistro,5,9,45
2024-10-09,Desserts,Suburban Diner,5,9,45
2024-10-10,Desserts,Suburban Diner,6,9,54
2024-10-13,Desserts,Uptown Bistro,5,9,45
2024-10-16,Desserts,Uptown Bistro,3,9,27
2024-10-19,Desserts,Uptown Bistro,1,9,9
2024-10-22,Desserts,Beachside Cafe,6,9,54
2024-10-29,Desserts,Beachside Cafe,5,9,45
2024-11-01,Desserts,Suburban Diner,2,9,18
2024-11-19,Desserts,Beachside Cafe,3,9,27
2024-11-23,Desserts,Suburban Diner,2,9,18
2024-11-27,Desserts,Beachside Cafe,5,9,45
2024-12-03,Desserts,Beachside Cafe,3,9,27
2024-12-08,Desserts,Beachside Cafe,5,9,45
2023-01-03,Beverages,Beachside Cafe,1,5,5
2023-01-11,Beverages,Beachside Cafe,1,5,5
2023-01-21,Beverages,Beachside Cafe,3,5,15
2023-01-25,Beverages,Suburban Diner,4,5,20
2023-01-25,Beverages,Uptown Bistro,6,5,30
2023-02-05,Beverages,Beachside Cafe,1,5,5
2023-02-13,Beverages,Downtown Branch,2,5,10
2023-02-16,Beverages,Uptown Bistro,1,5,5
2023-02-18,Beverages,Suburban Diner,6,5,30
2023-02-19,Beverages,Beachside Cafe,5,5,25
2023-02-20,Beverages,Uptown Bistro,3,5,15
2023-02-25,Beverages,Beachside Cafe,2,5,10
2023-03-01,Beverages,Uptown Bistro,1,5,5
2023-03-25,Beverages,Suburban Diner,2,5,10
2023-04-01,Beverages,Suburban Diner,5,5,25
2023-04-09,Beverages,Uptown Bistro,2,5,10
2023-04-12,Beverages,Downtown Branch,1,5,5
2023-04-15,Beverages,Beachside Cafe,2,5,10
2023-05-01,Beverages,Suburban Diner,3,5,15
2023-05-07,Beverages,Beachside Cafe,2,5,10
2023-05-07,Beverages,Uptown Bistro,1,5,5
2023-05-13,Beverages,Uptown Bistro,6,5,30
2023-05-15,Beverages,Uptown Bistro,3,5,15
2023-05-17,Beverages,Uptown Bistro,1,5,5
2023-05-18,Beverages,Beachside Cafe,3,5,15
2023-05-26,Beverages,Suburban Diner,3,5,15
2023-05-27,Beverages,Beachside Cafe,3,5,15
2023-05-27,Beverages,Uptown Bistro,1,5,5
2023-05-31,Beverages,Uptown Bistro,5,5,25
2023-06-04,Beverages,Downtown Branch,4,5,20
2023-06-13,Beverages,Uptown Bistro,4,5,20
2023-06-17,Beverages,Downtown Branch,2,5,10
2023-06-20,Beverages,Suburban Diner,1,5,5
2023-07-10,Beverages,Suburban Diner,2,5,10
2023-07-14,Beverages,Suburban Diner,1,5,5
2023-07-14,Beverages,Suburban Diner,2,5,10
2023-07-26,Beverages,Uptown Bistro,2,5,10
2023-07-27,Beverages,Beachside Cafe,3,5,15
2023-08-03,Beverages,Downtown Branch,2,5,10
2023-08-05,Beverages,Uptown Bistro,4,5,20
2023-08-12,Beverages,Downtown Branch,2,5,10
2023-08-16,Beverages,Downtown Branch,2,5,10
2023-08-18,Beverages,Suburban Diner,6,5,30
2023-08-19,Beverages,Beachside Cafe,5,5,25
2023-08-23,Beverages,Downtown Branch,5,5,25
2023-08-24,Beverages,Downtown Branch,1,5,5
2023-09-01,Beverages,Downtown Branch,1,5,5
2023-09-03,Beverages,Suburban Diner,5,5,25
2023-09-17,Beverages,Downtown Branch,3,5,15
2023-09-18,Beverages,Beachside Cafe,1,5,5
2023-09-28,Beverages,Downtown Branch,3,5,15
2023-10-26,Beverages,Downtown Branch,4,5,20
2023-10-26,Beverages,Downtown Branch,4,5,20
2023-11-04,Beverages,Downtown Branch,6,5,30
2023-11-14,Beverages,Suburban Diner,1,5,5
2023-11-18,Beverages,Uptown Bistro,6,5,30
2023-11-28,Beverages,Suburban Diner,5,5,25
2023-12-05,Beverages,Beachside Cafe,5,5,25
2023-12-20,Beverages,Downtown Branch,5,5,25
2024-01-01,Beverages,Suburban Diner,4,5,20
2024-01-09,Beverages,Beachside Cafe,5,5,25
2024-01-10,Beverages,Downtown Branch,6,5,30
2024-01-10,Beverages,Beachside Cafe,5,5,25
2024-01-21,Beverages,Beachside Cafe,5,5,25
2024-02-02,Beverages,Suburban Diner,5,5,25
2024-02-14,Beverages,Uptown Bistro,1,5,5
2024-02-17,Beverages,Beachside Cafe,5,5,25
2024-02-20,Beverages,Beachside Cafe,4,5,20
2024-02-21,Beverages,Uptown Bistro,6,5,30
2024-02-22,Beverages,Beachside Cafe,2,5,10
2024-02-22,Beverages,Downtown Branch,4,5,20
2024-03-08,Beverages,Beachside Cafe,2,5,10
2024-03-14,Beverages,Suburban Diner,3,5,15
2024-03-24,Beverages,Suburban Diner,1,5,5
2024-03-31,Beverages,Downtown Branch,2,5,10
2024-04-04,Beverages,Suburban Diner,6,5,30
2024-04-12,Beverages,Uptown Bistro,1,5,5
2024-04-15,Beverages,Downtown Branch,5,5,25
2024-04-21,Beverages,Uptown Bistro,4,5,20
2024-04-24,Beverages,Uptown Bistro,6,5,30
2024-04-26,Beverages,Downtown Branch,3,5,15
2024-04-29,Beverages,Beachside Cafe,6,5,30
2024-05-01,Beverages,Suburban Diner,5,5,25
2024-05-04,Beverages,Downtown Branch,4,5,20
2024-06-03,Beverages,Beachside Cafe,2,5,10
2024-06-09,Beverages,Beachside Cafe,1,5,5
2024-06-10,Beverages,Downtown Branch,5,5,25
2024-06-19,Beverages,Beachside Cafe,1,5,5
2024-06-23,Beverages,Beachside Cafe,6,5,30
2024-06-24,Beverages,Suburban Diner,1,5,5
2024-07-17,Beverages,Uptown Bistro,6,5,30
2024-07-22,Beverages,Uptown Bistro,1,5,5
2024-07-27,Beverages,Downtown Branch,2,5,10
2024-08-09,Beverages,Suburban Diner,6,5,30
2024-09-05,Beverages,Suburban Diner,1,5,5
2024-09-06,Beverages,Uptown Bistro,3,5,15
